sija;hinta_sis_alv;hinta_alv0;urakkasumma_alv0;materiaalit_osto_alv0;materiaalit_alv0;laudoitus;raystas;homeenesto;maalinpoisto;pohjamaalaus;varinvaihto;maasto;korkeus;seinapinta_m2;maalit_l;tyo_h;kesto_pv
1355;8011,32;6383,52;2786,66;1069,47;802,10;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;89,10;88,29;5,52
1356;8011,32;6383,52;2786,66;1069,47;802,10;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;89,10;88,29;5,52
1357;8011,91;6383,99;2994,06;793,36;595,02;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;174,50;53,36;94,86;5,93
1358;8012,18;6384,20;2845,55;991,57;743,67;Panelointi;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;90,16;5,63
1359;8018,12;6388,94;2873,65;958,41;718,80;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Korkea;187,59;77,19;91,05;5,69
1360;8018,54;6389,27;2767,21;1100,63;825,47;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;89,10;87,67;5,48
1361;8018,54;6389,27;2767,21;1100,63;825,47;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;89,10;87,67;5,48
1362;8027,98;6396,80;2836,18;1015,52;761,64;Panelointi;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;80,91;89,86;5,62
1363;8031,02;6399,22;2802,91;1062,08;796,56;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;83,22;88,81;5,55
1364;8031,02;6399,22;2802,91;1062,08;796,56;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;83,22;88,81;5,55
1365;8034,40;6401,91;3000,79;800,69;600,52;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;56,59;95,07;5,94
1366;8036,34;6403,46;2953,81;864,74;648,56;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;62,98;93,59;5,85
1367;8038,68;6405,32;2931,70;895,90;671,93;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;62,98;92,89;5,81
1368;8040,30;6406,62;2849,39;1006,83;755,13;Rimalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;79,50;90,28;5,64
1369;8041,47;6407,54;2971,54;844,82;633,61;Lomalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;218,13;64,13;94,15;5,88
1370;8041,73;6407,76;2756,45;1131,79;848,84;Lomalaudoitus;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;89,10;87,33;5,46
1371;8043,57;6409,22;2985,67;827,49;620,62;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;187,59;56,59;94,60;5,91
1372;8044,52;6409,98;2926,46;907,14;680,35;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Tasainen;Korkea;218,13;64,13;92,72;5,79
1373;8044,52;6409,98;2926,46;907,14;680,35;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Keskitaso;218,13;64,13;92,72;5,79
1374;8050,03;6414,37;2776,59;1110,96;833,22;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;88,74;87,97;5,50
1375;8055,22;6418,50;2868,96;991,57;743,67;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;75,39;90,90;5,68
1376;8056,21;6419,29;2998,93;819,00;614,25;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Keskitaso;218,13;54,34;95,02;5,94
1377;8058,86;6421,40;2783,87;1107,66;830,75;Panelointi;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;91,05;88,20;5,51
1378;8058,86;6421,40;2783,87;1107,66;830,75;Panelointi;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;91,05;88,20;5,51
1379;8059,64;6422,03;2762,44;1136,81;852,60;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;94,03;87,52;5,47
1380;8061,81;6423,75;2766,78;1132,59;849,44;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;91,05;87,66;5,48
1381;8070,04;6430,31;2752,50;1157,61;868,21;Lomalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;98,89;87,21;5,45
1382;8070,14;6430,39;2895,78;966,64;724,98;Panelointi;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;91,75;5,73
1383;8071,87;6431,77;2882,80;985,20;738,90;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;77,19;91,34;5,71
1384;8073,31;6432,92;2846,83;1034,21;775,65;Rimalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;187,59;85,61;90,20;5,64
1385;8074,21;6433,63;2774,13;1131,79;848,84;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;89,10;87,89;5,49
1386;8076,12;6435,16;2933,96;920,08;690,06;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;73,08;92,96;5,81
1387;8077,32;6436,11;2828,92;1061,00;795,75;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;85,61;89,63;5,60
1388;8077,32;6436,11;2828,92;1061,00;795,75;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;85,61;89,63;5,60
1389;8079,53;6437,88;2848,02;1037,15;777,86;Panelointi;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;90,23;5,64
1390;8080,14;6438,36;2891,18;980,04;735,03;Rimalaudoitus;Avoräystäs;kyllä;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;79,50;91,60;5,73
1391;8080,48;6438,63;2734,82;1188,77;891,58;Lomalaudoitus;Avoräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;98,89;86,65;5,42
1392;8080,90;6438,96;3014,43;816,26;612,19;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;55,44;95,51;5,97
1393;8083,21;6440,81;2794,66;1110,96;833,22;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;88,54;5,53
1394;8083,21;6440,81;2794,66;1110,96;833,22;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;88,54;5,53
1395;8085,44;6442,58;2870,09;1012,00;759,00;Rimalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;90,93;5,68
1396;8085,90;6442,95;2886,41;990,59;742,94;Panelointi;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;80,91;91,45;5,72
1397;8088,81;6445,27;2778,95;1135,98;851,98;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;218,13;96,58;88,05;5,50
1398;8088,81;6445,27;2778,95;1135,98;851,98;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;218,13;96,58;88,05;5,50
1399;8089,76;6446,03;2822,20;1079,00;809,25;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;89,42;5,59
1400;8089,76;6446,03;2822,20;1079,00;809,25;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;89,42;5,59
1401;8095,84;6450,87;2838,94;1061,10;795,83;Panelointi;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Korkea;174,50;88,74;89,95;5,62
1402;8095,96;6450,96;3029,01;807,76;605,82;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;53,19;95,97;6,00
1403;8096,95;6451,75;2802,75;1110,16;832,62;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;88,80;5,55
1404;8096,95;6451,75;2802,75;1110,16;832,62;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;88,80;5,55
1405;8097,18;6451,93;2908,04;969,94;727,45;Panelointi;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;73,08;92,14;5,76
1406;8102,21;6455,94;2857,90;1040,45;780,34;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;80,91;90,55;5,66
1407;8102,21;6455,94;2857,90;1040,45;780,34;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;80,91;90,55;5,66
1408;8103,72;6457,15;2806,45;1110,16;832,62;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Keskitaso;218,13;86,79;88,92;5,56
1409;8105,66;6458,69;2828,07;1082,73;812,05;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;91,05;89,60;5,60
1410;8105,66;6458,69;2828,07;1082,73;812,05;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;91,05;89,60;5,60
1411;8105,84;6458,84;2859,89;1040,45;780,34;Panelointi;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;80,91;90,61;5,66
1412;8112,16;6463,88;2847,11;1062,08;796,56;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;174,50;83,22;90,21;5,64
1413;8112,16;6463,88;2847,11;1062,08;796,56;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;174,50;83,22;90,21;5,64
1414;8114,49;6465,73;2812,87;1109,43;832,07;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;187,59;87,92;89,12;5,57
1415;8122,55;6472,15;2940,59;945,01;708,76;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Korkea;174,50;73,08;93,17;5,82
1416;8123,30;6472,75;2760,82;1185,23;888,93;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;96,34;87,47;5,47
1417;8123,92;6473,24;2777,38;1163,60;872,70;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;94,03;88,00;5,50
1418;8124,14;6473,42;2858,33;1055,84;791,88;Rimalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;87,92;90,56;5,66
1419;8125,20;6474,26;2911,88;985,20;738,90;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;92,26;5,77
1420;8126,53;6475,32;2979,59;895,90;671,93;Lomalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;62,98;94,40;5,90
1421;8129,96;6478,06;2838,86;1086,03;814,52;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;89,94;5,62
1422;8129,96;6478,06;2838,86;1086,03;814,52;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;89,94;5,62
1423;8130,14;6478,20;3044,40;812,12;609,09;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;174,50;52,21;96,46;6,03
1424;8131,21;6479,05;2892,43;1015,52;761,64;Panelointi;Umpiräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Haastava;Keskitaso;174,50;80,91;91,64;5,73
1425;8132,02;6479,70;2997,53;875,98;656,98;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;64,13;94,97;5,94
1426;8132,11;6479,77;2829,09;1100,63;825,47;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;89,10;89,63;5,60
1427;8132,11;6479,77;2829,09;1100,63;825,47;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;89,10;89,63;5,60
1428;8133,64;6480,99;2806,67;1131,64;848,73;Rimalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;96,34;88,92;5,56
1429;8133,64;6480,99;2806,67;1131,64;848,73;Rimalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;96,34;88,92;5,56
1430;8134,39;6481,58;2896,64;1012,22;759,17;Panelointi;Avoräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;91,77;5,74
1431;8134,87;6481,97;2880,85;1033,63;775,22;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;91,27;5,70
1432;8136,40;6483,19;2929,45;969,94;727,45;Panelointi;Umpiräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;73,08;92,81;5,80
1433;8140,63;6486,56;2827,14;1109,43;832,07;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;87,92;89,57;5,60
1434;8140,63;6486,56;2827,14;1109,43;832,07;Rimalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;87,92;89,57;5,60
1435;8141,35;6487,13;2884,39;1033,63;775,22;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;187,59;79,50;91,39;5,71
1436;8141,35;6487,13;2884,39;1033,63;775,22;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;187,59;79,50;91,39;5,71
1437;8141,86;6487,54;2900,89;1012,00;759,00;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;77,19;91,91;5,74
1438;8142,36;6487,94;2784,81;1167,14;875,35;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;96,58;88,23;5,51
1439;8144,28;6489,46;2845,36;1087,80;815,85;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;85,61;90,15;5,63
1440;8144,28;6489,46;2845,36;1087,80;815,85;Rimalaudoitus;Umpiräystäs;ei;Vaikea, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;85,61;90,15;5,63
1441;8144,37;6489,53;2917,58;991,57;743,67;Panelointi;Avoräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;174,50;75,39;92,44;5,78
1442;8147,15;6491,75;3049,40;817,84;613,38;Lomalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;54,34;96,61;6,04
1443;8147,71;6492,20;2794,26;1158,44;868,83;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;96,34;88,53;5,53
1444;8148,61;6492,92;2745,49;1224,12;918,09;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;218,13;106,37;86,99;5,44
1445;8149,61;6493,71;2833,38;1107,66;830,75;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;91,05;89,77;5,61
1446;8149,61;6493,71;2833,38;1107,66;830,75;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;91,05;89,77;5,61
1447;8151,20;6494,98;2909,87;1006,83;755,13;Rimalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;79,50;92,19;5,76
1448;8152,77;6496,23;2767,13;1198,30;898,72;Lomalaudoitus;Umpiräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;96,58;87,67;5,48
1449;8152,80;6496,26;2879,99;1047,84;785,88;Lomalaudoitus;Umpiräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;218,13;86,79;91,25;5,70
1450;8160,63;6502,49;2908,51;1015,52;761,64;Panelointi;Umpiräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;80,91;92,15;5,76
1451;8165,26;6506,19;3024,13;864,74;648,56;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;62,98;95,81;5,99
1452;8165,67;6506,51;3000,98;895,90;671,93;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Lievä rinne;Korkea;218,13;62,98;95,08;5,94
1453;8167,90;6508,28;2878,37;1061,00;795,75;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;85,61;91,20;5,70
1454;8171,13;6510,86;2863,92;1082,63;811,98;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;87,92;90,74;5,67
1455;8171,13;6510,86;2863,92;1082,63;811,98;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;87,92;90,74;5,67
1456;8172,11;6511,64;2921,30;1006,83;755,13;Rimalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;79,50;92,56;5,78
1457;8173,18;6512,49;2952,04;966,64;724,98;Panelointi;Avoräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;93,53;5,85
1458;8174,05;6513,19;2824,89;1136,81;852,60;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;94,03;89,50;5,59
1459;8174,05;6513,19;2824,89;1136,81;852,60;Rimalaudoitus;Umpiräystäs;ei;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;94,03;89,50;5,59
1460;8174,15;6513,27;3020,56;875,98;656,98;Lomalaudoitus;Avoräystäs;kyllä;Helppo, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;95,70;5,98
1461;8176,47;6515,12;2998,46;907,14;680,35;Lomalaudoitus;Avoräystäs;ei;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Keskitaso;218,13;64,13;95,00;5,94
1462;8179,25;6517,33;2902,47;1037,15;777,86;Panelointi;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;174,50;83,22;91,96;5,75
1463;8181,64;6519,23;3053,32;837,76;628,32;Lomalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;ei;Haastava;Korkea;218,13;53,19;96,74;6,05
1464;8183,47;6520,70;2791,07;1188,77;891,58;Lomalaudoitus;Avoräystäs;ei;Vaikea, 2 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Keskitaso;218,13;98,89;88,43;5,53
1465;8185,07;6521,97;2810,82;1163,60;872,70;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;187,59;94,03;89,06;5,57
1466;8197,50;6531,87;3067,31;830,69;623,02;Rimalaudoitus;Avoräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;56,59;97,18;6,07
1467;8201,52;6535,07;2890,43;1069,47;802,10;Lomalaudoitus;Avoräystäs;ei;Ei maalinpoistoa;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;218,13;89,10;91,58;5,72
1468;8202,99;6536,24;2884,09;1079,00;809,25;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Tasainen;Korkea;218,13;86,79;91,38;5,71
1469;8202,99;6536,24;2884,09;1079,00;809,25;Lomalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Keskitaso;218,13;86,79;91,38;5,71
1470;8204,51;6537,46;2861,67;1110,01;832,51;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;187,59;94,03;90,67;5,67
1471;8204,51;6537,46;2861,67;1110,01;832,51;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;187,59;94,03;90,67;5,67
1472;8205,08;6537,91;2918,83;1034,21;775,65;Rimalaudoitus;Umpiräystäs;kyllä;Ei maalinpoistoa;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Korkea;187,59;85,61;92,48;5,78
1473;8206,20;6538,80;3060,40;846,26;634,69;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 4 seinää;ei;Haastava;Korkea;187,59;55,44;96,96;6,06
1474;8211,48;6543,01;2882,13;1087,80;815,85;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Tasainen;Korkea;187,59;85,61;91,32;5,71
1475;8211,48;6543,01;2882,13;1087,80;815,85;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Pohjamaalaus, 2 seinää;kyllä;Lievä rinne;Keskitaso;187,59;85,61;91,32;5,71
1476;8215,77;6546,43;2941,34;1012,00;759,00;Rimalaudoitus;Umpiräystäs;kyllä;Helppo, 4 seinää;Ei pohjamaalausta;kyllä;Lievä rinne;Korkea;187,59;77,19;93,19;5,82
1477;8218,32;6548,46;2958,06;991,57;743,67;Panelointi;Avoräystäs;ei;Vaikea, 4 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;174,50;75,39;93,72;5,86
1478;8220,43;6550,14;2888,37;1086,03;814,52;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Korkea;174,50;88,74;91,51;5,72
1479;8220,43;6550,14;2888,37;1086,03;814,52;Panelointi;Umpiräystäs;kyllä;Vaikea, 2 seinää;Pohjamaalaus, 4 seinää;kyllä;Lievä rinne;Keskitaso;174,50;88,74;91,51;5,72
1480;8226,51;6554,99;2856,79;1132,59;849,44;Panelointi;Avoräystäs;kyllä;Vaikea, 4 seinää;Pohjamaalaus, 4 seinää;kyllä;Tasainen;Keskitaso;174,50;91,05;90,51;5,66
1481;8235,69;6562,30;2972,36;985,20;738,90;Rimalaudoitus;Umpiräystäs;kyllä;Vaikea, 2 seinää;Ei pohjamaalausta;kyllä;Haastava;Keskitaso;187,59;77,19;94,17;5,89
